3d,3d,44.4383919935
asap,matters,2.998252106
fee,connection,2.99821231654
notify,delete,2.99820947444
disagree,sure,2.99813842184
edgar,mail,2.99808442186
broncos,denverpost,2.99805600082
lynch,lynch,2.99805457977
tickets,allocated,2.99801905347
central,prc,2.998006264
agreement,egsi,2.99797926401
agreement,eli,2.99797926401
document,write,2.99792810614
cindy,taylor,2.99792810614
special,provisions,2.9978670009
attachments,intended,2.99785136933
cart,access,2.99784000091
eas,sale,2.99782579039
desk,transport,2.99781157987
prices,ratepayers,2.99776468515
regular,box,2.99774621148
brown,lynch,2.99773910622
default,asp,2.99772915885
veto,bill,2.99768084308
whole,transaction,2.99765526415
gordon,mail,2.99760552732
existing,seems,2.9975557905
interface,order,2.99745347476
efficient,way,2.99736252743
george,greg,2.99735258006
date,continental,2.99731705376
proposed,fee,2.99724600116
analyst,program,2.99721473801
transaction,extension,2.99718631697
paid,click,2.9971351591
mail,egsi,2.99712663279
pan,steve,2.99712236963
use,games,2.99711242227
ou,de,2.99709252754
de,ou,2.99709252754
read,communication,2.9970285802
proposed,connection,2.99700300126
boomer,mark,2.99693052761
executive,director,2.99689642236
contract,incremental,2.99684100133
earlier,wants,2.99683673817
units,enw,2.99677705399
cfm,default,2.99666052772
global,accounting,2.9965724225
regulatory,chair,2.99647294885
utility,bills,2.99643173834
take,know,2.99641473552
message,contain,2.99640900151
reached,commission,2.99631663313
average,under,2.99631094892
add,extension,2.99629105419
bond,angelides,2.99627400157
haedicke,mark,2.99616315951
hey,town,2.99613473847
information,protected,2.99609210691
research,online,2.99607079113
prohibited,received,2.99606084376
mud,review,2.99604379114
sap,id,2.99603810693
mara,jeff,2.99595426486
enw,operations,2.99594147539
tissue,america,2.99594147539
challenges,commission,2.99590737014
year,holds,2.99589884383
price,interface,2.99588179121
personal,use,2.99584910701
amounts,utility,2.99574110706
state,purchases,2.9956657913
gerald,smith,2.995630265
3d,contains,2.99557200186
money,money,2.99554358082
cfm,sections,2.9955236861
edison,agrees,2.99548105453
board,members,2.99538158089
take,care,2.99534463354
vp,corp,2.99531052829
neal,mail,2.99521105465
filed,against,2.9951058968
've,'s,2.99502481521
sooner,mark,2.99501210736
power,purchases,2.99499789684
sheet,different,2.99498937053
special,governor,2.99494816002
plywood,week,2.99481600218
budget,different,2.99481458113
ebs,did,2.99467958119
',lkp,2.99463979173
report,submitted,2.99460710753
notify,use,2.99458579175
smith,doug,2.9945815286
cfm,research,2.99438684447
edison,stranded,2.99427600241
supporting,business,2.9940955288
july,sold,2.99409126565
alliance,energy,2.99395200255
week,15th,2.99395200255
down,starting,2.99360526585
enronredline,file,2.99355410798
gone,take,2.99353421325
mills,week,2.99352000273
commissioner,jeff,2.9934645817
jeff,dasovich,2.9934645817
deal,rooms,2.99343900276
city,deal,2.99343900276
making,sure,2.99329831861
mike,ppt,2.99328552914
october,11th,2.99327558178
commission,expected,2.99324716074
steve,ryan,2.99309368712
hard,law,2.99307663449
four,sign,2.99306526608
buying,power,2.99299705558
bond,general,2.99295300297
nyc,enron,2.9929075293
suite,ca,2.99284500301
san,ca,2.99284500301
contracts,peak,2.99274695042
deal,reference,2.99246700317
email,prohibited,2.99236042427
kim,planning,2.99225242431
mills,october,2.9922410559
welcome,jeff,2.99221974012
mike,rob,2.99204210861
touch,'ll,2.99202647704
discuss,according,2.99200231916
jeff,alan,2.99190852972
connection,comments,2.99185026659
miller,chris,2.99179342451
filed,commission,2.9916101088
edison,debt,2.99156463513
debt,edison,2.99156463513
committee,regulatory,2.99138984573
structure,edison,2.9912633721
october,allocated,2.99120653002
sap,services,2.99120653002
october,4th,2.99120653002
research,access,2.99101895115
passed,said,2.9909137933
commission,governor,2.99079158282
order,energycentral,2.99072337233
jeff,matters,2.99066368814
edison,vote,2.99066084604
system,development,2.99045053034
tickets,customer,2.99044484613
tickets,basis,2.99044484613
base,'ll,2.99022600412
session,regular,2.99020468833
capacity,america,2.9901435831
review,matters,2.99010947785
curve,',2.98997874106
oct,oct,2.98997305685
determine,edison,2.98975705694
ca,denverpost,2.98974000432
back,debt,2.98969453065
approval,report,2.98968316224
law,law,2.98924405716
brian,mail,2.98898542569
rooms,did,2.98894989939
update,still,2.9888490047
review,fee,2.98879074156
information,error,2.98863158373
bonds,bonds,2.98848947853
big,texas,2.98830189966
contracts,prior,2.98824505758
ft,need,2.98808874186
enron,references,2.9878414788
review,connection,2.98780168935
next,couple,2.98768800518
power,gone,2.98749474211
points,comments,2.98744500529
authority,some,2.98741516319
available,tickets,2.98741516319
time,calgary,2.98736400532
jr,mark,2.98733842638
some,power,2.98717196769
october,3rd,2.9870684265
week,starting,2.98704000546
like,cents,2.98693768971
fixed,day,2.98690642657
open,then,2.98686947921
year,enw,2.98675011084
administration,energy,2.98660800564
did,tax,2.98649432148
year,operating,2.98643463729
dollars,like,2.98639342678
appreciated,jeff,2.98630674261
business,create,2.98622290054
base,back,2.98601400589
password,need,2.98592305856
accounting,business,2.98582926912
treasurer,state,2.98569711129
notice,email,2.98553937451
review,appreciated,2.98549390084
doug,mail,2.98515426941
mail,doug,2.98515426941
create,more,2.98507895365
gas,potential,2.9848018485
sounds,like,2.984760638
email,intended,2.98472084854
contract,signed,2.98469100645
agreement,cover,2.98450769073
shut,week,2.98444800655
pdf,file,2.98424337506
john,brown,2.98411263827
capacity,report,2.98405579619
've,way,2.98401032252
questions,concerns,2.98400463831
state,lynch,2.9839634278
way,issue,2.98384548049
save,some,2.98374458579
's,warned,2.98364227005
power,treasurer,2.98349305958
business,enw,2.98346748065
diane,mail,2.98323869127
edison,legislature,2.98282800723
file,invitation,2.98281095461
janet,mail,2.98275979673
some,others,2.98269584939
take,total,2.9818957971
's,opponents,2.98182474449
weeks,agreement,2.98181337608
enron,pacwest,2.98176221821
information,confidential,2.98152632357
taylor,houston,2.98150642884
desk,deal,2.98128900788
points,review,2.98120800791
energy,llc,2.980992008
report,id,2.98077316599
guess,n't,2.98070495549
company,tickets,2.98042358719
john,karen,2.98041790298
date,date,2.98021327149
committee,jim,2.98018485045
jim,committee,2.98018485045
angelides,week,2.98012800837
return,email,2.9800825347
power,water,2.97999158737
meetings,october,2.97982674534
some,meetings,2.97954964019
houston,info,2.97910911406
year,operations,2.97854779851
capacity,california,2.97835453543
federal,california,2.97835453543
information,immediately,2.97832895649
some,detail,2.97797653559
business,development,2.97795664086
dated,enron,2.97770937781
're,'ll,2.97736548321
know,sincerely,2.97694485181
corporate,business,2.97677574662
n't,base,2.97634800996
rates,power,2.97598990485
business,four,2.97598848379
enron,race,2.97568295761
bond,week,2.97537601037
discussed,call,2.97473937906
enron,networks,2.97466974751
tracy,october,2.97465411594
hours,day,2.97458306333
customers,'s,2.97433374161
click,file,2.97421643191
past,energy,2.97408001091
sold,said,2.97392653729
like,visit,2.97387537942
some,members,2.97378158999
connection,let,2.97328990598
week,products,2.97321601128
future,power,2.97298864295
advantage,'s,2.97273711674
board,more,2.97228948535
input,know,2.97214169594
year,budget,2.97192285393
mind,time,2.97192001182
mark,joe,2.97160738038
vacation,time,2.97121801212
give,discuss,2.97105601219
retail,energy,2.97105601219
7bit,john,2.97081159124
energycentral,call,2.97072064391
add,agreement,2.97069932813
let,asap,2.97040232825
jim,working,2.9701579073
power,department,2.96998738106
'll,tomorrow,2.96990638109
next,days,2.96986801269
energy,public,2.9688960131
questions,west,2.96877096052
hey,going,2.96862317111
today,tomorrow,2.96857627639
basis,day,2.96842138172
october,room,2.96792969771
contact,through,2.96781317145
business,tickets,2.96772222412
session,'s,2.96743671708
file,cover,2.96705432966
cover,file,2.96705432966
power,sold,2.96698611916
areas,enron,2.96656406671
power,retail,2.96648590885
file,event,2.96633811944
report,commission,2.96623580369
utilities,gas,2.9656815934
price,under,2.96528938304
legislature,n't,2.96452201494
connection,know,2.96445664654
bonds,said,2.96444527813
federal,some,2.96434296238
pipeline,gas,2.96421080454
contracts,commission,2.96398485727
ferc,power,2.96398485727
email,message,2.96371201528
's,challenges,2.96364948899
click,enron,2.96352443641
contracts,market,2.96348464695
order,make,2.96307538397
know,jeff,2.96269534974
services,texas,2.9619811739
'd,back,2.96172254243
know,needed,2.96157475302
work,sure,2.96146533201
some,call,2.96130408131
'll,give,2.96090401646
know,asap,2.96061412185
want,sure,2.96053454293
ready,let,2.96029580619
n't,dog,2.9601650694
year,know,2.95996134549
company,company,2.95989222741
time,week,2.95982114014
development,let,2.95957391176
enron,true,2.95947159601
corp,did,2.95907370144
proposed,let,2.95885201733
office,work,2.95881791208
know,thoughts,2.9586928595
file,manager,2.95845980696
different,enron,2.95845838591
's,code,2.95819691234
year,still,2.95804201767
deal,contracts,2.95723201801
list,email,2.95689096552
'll,jim,2.95678864977
edison,commission,2.95661812353
power,general,2.95648170253
energy,file,2.95572283002
want,send,2.95481054534
steve,agreement,2.9545334402
add,some,2.95437996658
questions,smith,2.95315644078
's,definitely,2.95274433569
mail,received,2.95258944101
john,bill,2.9497516001
's,increase,2.94910928459
's,conflict,2.94910928459
good,down,2.948628969
email,thank,2.94816002183
need,change,2.94802360083
prices,week,2.94772802201
ready,know,2.9471652854
people,like,2.94611797006
jay,'s,2.94547423348
johnson,'s,2.94547423348
's,network,2.94547423348
proposed,know,2.94524402306
contracts,california,2.94397644464
state,monday,2.94365528688
morning,did,2.94352170799
access,file,2.94270318202
trading,gas,2.94263923468
high,call,2.94258949786
power,term,2.94197560338
state,plan,2.9419216034
's,thinking,2.94183918238
's,next,2.94178966274
'll,next,2.94135602469
n't,ca,2.9408700249
energy,office,2.93952002547
said,help,2.93837181542
four,enron,2.93819418392
contracts,last,2.93797392085
work,edison,2.93763855257
time,budget,2.93752202631
texas,week,2.93649602674
hear,'s,2.93638660573
steve,mail,2.93534923775
following,week,2.93520002728
day,contract,2.93414702773
take,back,2.93301444926
mark,mike,2.93285529143
call,tomorrow,2.93282971249
deal,business,2.93268902834
file,ca,2.93196002865
email,information,2.9317895024
's,discuss,2.93122733827
took,'s,2.93093402908
's,rto,2.93093402908
like,use,2.93087860805
houston,enron,2.93062472491
state,',2.9289189773
know,back,2.92624195971
know,meeting,2.92624195971
's,university,2.92548145243
morning,like,2.92489171584
special,know,2.92411013722
enron,last,2.92389621642
meeting,work,2.92381313734
day,price,2.92028324409
leave,'s,2.92002887578
like,send,2.91836056069
price,said,2.9182241397
agree,'s,2.91821135023
's,result,2.91821135023
week,thank,2.91792003456
questions,jeff,2.91659561407
's,cover,2.91639382468
's,angelides,2.91639382468
enron,meeting,2.91332284593
next,questions,2.91316803656
's,rates,2.91275877358
day,next,2.91219603697
file,smith,2.91190614236
going,know,2.91074926895
deal,some,2.91033303775
more,want,2.90962109069
take,power,2.90896172254
's,texas,2.90881200854
monday,time,2.90874003843
know,process,2.90681877608
think,going,2.90665393404
send,'s,2.90363924014
let,discuss,2.90326614599
's,look,2.901914984
through,'s,2.901914984
today,some,2.90089441015
made,enron,2.90070541023
n't,off,2.90041267351
know,did,2.89981325194
week,review,2.8997760422
gas,price,2.89851556905
make,power,2.89845730591
energy,agreement,2.89761604311
week,think,2.89718404329
know,available,2.89625183316
need,email,2.89604720166
n't,contract,2.89356604481
energy,information,2.89200004547
time,number,2.89189204552
some,work,2.89145578254
next,mail,2.89081204597
year,power,2.88895330991
more,know,2.88887723493
n't,'ll,2.88734183691
's,products,2.88731341587
file,',2.88254152314
's,board,2.88186083922
jeff,like,2.88080641861
energy,business,2.88033605038
mail,information,2.8802763662
state,business,2.87994241897
some,review,2.87834657754
deal,let,2.87655605198
questions,'s,2.87602911403
mail,meeting,2.87596631538
monday,know,2.87511794732
need,review,2.87439036868
some,good,2.87362726374
gas,back,2.87302189557
like,agreement,2.87100968589
time,n't,2.87058043724
more,week,2.87040005457
last,some,2.86995668633
john,power,2.86994531792
's,public,2.86913816036
take,let,2.86861521321
enron,monday,2.86828268704
meeting,some,2.86418863613
october,questions,2.86137353205
's,payment,2.86005053261
payment,'s,2.86005053261
need,back,2.85977200641
did,gas,2.85880426998
's,special,2.85641548151
yet,'s,2.85641548151
research,'s,2.85641548151
know,contact,2.85590532383
give,know,2.85398406148
call,meeting,2.85130679945
customer,'s,2.85096290486
power,more,2.84993690529
's,general,2.84187527711
enron,mail,2.838348037
like,more,2.83672112138
's,changes,2.83642270045
days,'s,2.8309701238
buys,oct03,2.82840300869
enroncanada,ene2,2.82840300869
enbc,enroncanada,2.82840300869
apr02,buys,2.82840300869
ene1,enroncanada,2.82840300869
enroncanada,ensk,2.82840300869
may02,buys,2.82840300869
spr,epgc,2.82839999419
interviewer,jennaro,2.82839095067
ect,blanco,2.82838492165
seely,erik,2.82837889264
serio,erik,2.82837889264
dividing,overviews,2.82837889264
erik,stalford,2.82837889264
narverud,barrie,2.82837889264
erik,stepenovitch,2.82837889264
bledsoe,barrie,2.82837889264
buys,apr,2.82837889264
erik,fletche,2.82837889264
schiavone,erik,2.82837889264
erik,symms,2.82837889264
redirects,aimemail,2.82837286363
consciously,renegotiate,2.82837286363
renegotiate,confines,2.82837286363
defaulted,renegotiate,2.82837286363
schneider,erik,2.82836683461
mlb,hou,2.82836683461
mlb,ballpark,2.82836683461
renegotiate,doubted,2.82835929835
caryplatkin,shea,2.82835477659
delong,laughlin,2.82835477659
lynne,herring,2.82835477659
growney,caryplatkin,2.82835477659
lemon,juice,2.82835326933
bledsoe,eddy,2.82834874757
incremental,subtractions,2.82834874757
narverud,eddy,2.82834874757
phy,idx,2.82834573307
sply,bas,2.82834573307
tp,idx,2.82834573307
phy,bas,2.82834573307
tp,bas,2.82834573307
bryce,erik,2.82834271856
downloadable,datamonitor,2.82834271856
ic,erik,2.82834271856
peoples,bas,2.82833216779
terrorterror,terror,2.82833216779
peoples,idx,2.82833216779
overviews,length,2.82833066054
moderate,slinging,2.82833066054
threw,guffaws,2.82833066054
locational,marginal,2.82833066054
kw,depr,2.82833066054
ensuing,threw,2.82833066054
ensuing,slinging,2.82833066054
slinging,threw,2.82833066054
node,kw,2.82833066054
herring,delong,2.82833066054
moderate,ensuing,2.82833066054
wendi,lebrocq,2.82833066054
moderate,threw,2.82833066054
09nacionalidade,nascimento,2.82832764603
lkp,deliverypoint,2.82832312427
elbertson,janette,2.82832161702
lkpmod,regioncode,2.82831860251
datetimevalue,scenariocode,2.82831860251
starr,ensuing,2.82831860251
regionid,lkpmod,2.82831860251
starr,moderate,2.82831860251
lkpmod,scenarioid,2.82831860251
starr,slinging,2.82831860251
aim,aimemail,2.82830955899
aim,redirects,2.82830955899
